COD,CATEGORIA,PRODUCTO,PRECIO_MILES
33391,BOARDS_INTEL_LGA1851,GIGABYTE B860M E PciexP 4 USB 3.2 4DDR5,565
33383,BOARDS_INTEL_LGA1851,GIGABYTE B860 AORUS ELITE WiFi ICE PCI 5.0 4DDR5 BLANCA,1129
33379,BOARDS_INTEL_LGA1851,GIGABYTE Z890 AORUS ELITE WiFi ICE 3 GPU 4DDR5 BLANCA,1449
33375,BOARDS_INTEL_LGA1851,MSI B860 GAMING PLUS WIFI 4 GPU THUNDERBOLT 4DDR5,1015
33374,BOARDS_INTEL_LGA1851,MSI PRO Z890-S WIFI 4 GPU THUNDERBOLT 4DDR5,1265
33366,BOARDS_INTEL_LGA1851,MSI PRO Z890-P WIFI 3 GPU PCI 5.0 THUNDERBOLT 4DDR5,1329
34148,BOARDS_AMD_AM4,ASUS PRIME A520M-K Micro 3.2 HDMIA V R Pciexp 2DDR4 RYZ,337
34206,BOARDS_AMD_AM4,ASUS/PRIME A520M-A II CSM Mic U3.2 A V R Pciexp 4DDR4 RYZ,415
34297,BOARDS_AMD_AM4,ASUS TUF A520M-PLUS GAMING WIFI PCIEX USB 3.2 4DDR4 RYZ,529
34180,BOARDS_AMD_AM4,ASUS PRIME B550M-A AC WiFi MICRO A.V.R PCIEXP 4DDR4 RYZ,549
34217,BOARDS_AMD_AM4,ASUS TUF GAMING B550M PLUS WIFI II 2 GPU A.R 4DDR4 RYZ,789
34210,BOARDS_AMD_AM4,GIGABYTE A520M DS3H AC WiFi A.V.R PCIEXP 4DDR4 RYZ,450
34179,BOARDS_AMD_AM4,MSI A520M-A PRO Micro USB3.2 A.V.R Pciexp 2DDR4 RYZ,329
34167,BOARDS_AMD_AM4,MSI PRO B550M VDH WIFI PCIEXP USB.3.2 4DDR4 RYZ,519
34224,BOARDS_AMD_AM4,MSI B550 GAMING PLUS CROSS A.V.R 4DDR4 RYZ,749
34269,BOARDS_AMD_AM5,ASUS PRIME A620M-K PCIEXP HDMI VGA TIPO-A 2DDR5 RYZ,449
34242,BOARDS_AMD_AM5,ASUS PRIME A620M-A CSM PCIEX USB 3.2 4DDR5 RYZ,629
34243,BOARDS_AMD_AM5,ASUS TUF A620M GAMING PLUS WiFi USB3.2 4DDR5 RYZ,729
34309,BOARDS_AMD_AM5,ASUS B650M-A AYW WIFI 2 GPU M.2 2DDR5 RYZ,709
34304,BOARDS_AMD_AM5,ASUS PRIME B650M-A AX6 II WIFI 3 GPU USB3.2 4DDR5 RYZ,779
34228,BOARDS_AMD_AM5,ASUS ROG B650-A STRIX GAMING WiFi 2GPU 4DDR5 RYZ,1230
34232,BOARDS_AMD_AM5,ASUS ROG B650E-F STRIX GAMING WiFi 2GPU 4DDR5 RYZ,1519
34288,BOARDS_AMD_AM5,ASUS PRIME B840M-A WIFI 3 GPU PCI 4.0 4DDR5 RYZ,835
34291,BOARDS_AMD_AM5,ASUS B840-PLUS WiFi 4GPU PCI 4.0 4DDR5 RYZ,925
34290,BOARDS_AMD_AM5,ASUS TUF B850M-PLUS WIFI PCI 5.0 4DDR5 RYZ,1209
34289,BOARDS_AMD_AM5,ASUS TUF B850-PLUS WIFI 2 GPU PCI 5.0 4DDR5 RYZ,1265
34307,BOARDS_AMD_AM5,ASUS ROG STRIX B850-A GAMING WiFi 2GPU 4DDR5 RYZ,1489
34292,BOARDS_AMD_AM5,ASUS ROG B850-F STRIX GAMING WIFI 2 GPU 4DDR5 RYZ,1595
34282,BOARDS_AMD_AM5,ASUS PRIME X870-P WIFI 4 GPU 3 M.2 HDMI 4DDR5 RYZ,1399
34281,BOARDS_AMD_AM5,ASUS TUF X870 GAMING PLUS WIFI 2GPU 4DDR5 RYZ,1569
34306,BOARDS_AMD_AM5,ASUS ROG STRIX X870-A GAMING WIFi 2GPU 4DDR5 RYZ,1699
34280,BOARDS_AMD_AM5,ASUS ROG X870E-E STRIX GAMING WIFI 2GPU 4DDR5 RYZ,2599
34311,BOARDS_AMD_AM5,ASUS ROG CROSSHAIR X870E HERO WIFI 2GPU 4DDR5 RYZ,3669
34310,BOARDS_AMD_AM5,GIGABYTE B650M D2H Pciex 4 USB 3.2 2DDR5 RYZ,539
34295,BOARDS_AMD_AM5,GIGABYTE B850M GAMING X WiFi6 A.V.R 2Pciexp 4DDR5 RYZ,1049
34265,BOARDS_AMD_AM5,MSI B650 GAMING PLUS WiFi 2 GPU USB 3.2 4DDR5 RYZEN,979
34259,BOARDS_AMD_AM5,MSI MAG B650 TOMAHAWK WiFi 2GPU 4DDR5 RYZEN,1175
34300,BOARDS_AMD_AM5,MSI PRO B850-P WIFI 4 GPU PCI5.0 USB-C 4DDR5 RYZEN,1049
34299,BOARDS_AMD_AM5,MSI B850 GAMING PLUS WIFI 4 GPU PCI 5.0 4DDR5 RYZEN,1119
34298,BOARDS_AMD_AM5,MSI X870 GAMING PLUS WIFI 4 GPU PCI 5.0 4DDR5 RYZEN,1409
34287,BOARDS_AMD_AM5,MSI MAG X870 TOMAHAWK WIFI 3 GPU PCI 5.0 4DDR5 RYZ,1579
34308,BOARDS_AMD_AM5,MSI MAG X870E TOMAHAWK WIFI 3 GPU PCI 5.0 4DDR5 RYZ,1659
3650,TARJETAS_VIDEO,6 GIGAS MSI GEFORCE RTX-3050 LOW PRO OC,939
3644,TARJETAS_VIDEO,6 GIGAS MSI GEFORCE RTX-3050 VENTUS 2X OC,969
3697,TARJETAS_VIDEO,6 GIGAS GIGABYTE GEFORCE RTX-3050 WINFORCE OC,995
3645,TARJETAS_VIDEO,6 GIGAS ASUS GEFORCE RTX-3050 DUAL AUTO EX OC,999
4182,TARJETAS_VIDEO,8 GIGAS ASUS AMD RADEON RX 9060XT DUAL,1989
4183,TARJETAS_VIDEO,8 GIGAS ASUS PRIME AMD RADEON RX 9060XT OC 3 FAN,2145
3682,TARJETAS_VIDEO,8 GIGAS ASUS GEFORCE RTX-4060 DUAL V2,1775
3751,TARJETAS_VIDEO,8 GIGAS MSI GEFORCE RTX-5060 SHADOW 2X OC,1839
3745,TARJETAS_VIDEO,8 GIGAS ASUS GEFORCE RTX-5060 DUAL OC,1879
3740,TARJETAS_VIDEO,8 GIGAS MSI GEFORCE RTX-5060 GAMING OC 2X,2069
3747,TARJETAS_VIDEO,8 GIGAS ASUS TUF GEFORCE RTX-5060 DUAL OC,2125
3744,TARJETAS_VIDEO,8 GIGAS MSI GEFORCE RTX-5060 GAMING TRIO OC 3X,2179
3736,TARJETAS_VIDEO,8 GIGAS GIGABYTE GEFORCE RTX-5060Ti WINF,2289
3746,TARJETAS_VIDEO,8 GIGAS ASUS GEFORCE RTX-5060Ti DUAL OC,2329
3743,TARJETAS_VIDEO,8 GIGAS MSI GEFORCE RTX-5060Ti GAMING OC 2X,2359
3737,TARJETAS_VIDEO,8 GIGAS MSI GEFORCE RTX-5060Ti GAMING TRIO OC 3X NEGRA,2485
3742,TARJETAS_VIDEO,8 GIGAS MSI GEFORCE RTX-5060Ti GAMING TRIO OC 3X BLANCA,2485
45484,TARJETAS_VIDEO,SOPORTE PARA GPU ANTEC ARGB SUPPORT BRACKET,95
45277,TARJETAS_VIDEO,SOPORTE PARA GPU BRACKET ARGB COOLER MASTER,95
45486,TARJETAS_VIDEO,SOPORTE PARA GPU TEMPERED GLASS ANTEC HOLDER ARGB,105
45468,TARJETAS_VIDEO,SOPORTE PARA GPU BRACKET ARGB COOLER MASTER ATLAS,165
3369,TARJETAS_VIDEO,12 GIGAS MSI GEFORCE RTX-3060 VENTUS OC 2X,1695
3720,TARJETAS_VIDEO,12 GIGAS MSI GEFORCE RTX-5070 VENTUS 2X OC,3499
3739,TARJETAS_VIDEO,12 GIGAS ASUS GEFORCE RTX-5070 DUAL,3579
3732,TARJETAS_VIDEO,12 GIGAS MSI GEFORCE RTX-5070 VENTUS 3X OC,3649
3727,TARJETAS_VIDEO,12 GIGAS ASUS PRIME GEF.RTX-5070 OC 3 FAN,3685
3723,TARJETAS_VIDEO,12 GIGAS GIGABYTE GEF. RTX-5070 EAGLE OC SFF WIN 3X,3719
3724,TARJETAS_VIDEO,12 GIGAS GIGABYTE GEF. RTX-5070 GAMING OC WIN 3X,3830
4185,TARJETAS_VIDEO,16 GIGAS ASUS PRIME AMD RADEON RX 9060XT OC 3X,2485
4184,TARJETAS_VIDEO,16 GIGAS ASUS TUF AMD RADEON RX 9060XT OC 3X,2620
3741,TARJETAS_VIDEO,16 GIGAS MSI GEFORCE RTX-5060Ti VENTUS OC 2X,2599
3728,TARJETAS_VIDEO,16 GIGAS ASUS GEFORCE RTX-5060Ti DUAL OC,2665
3735,TARJETAS_VIDEO,16 GIGAS PALIT GEFORCE RTX-5060Ti INFINITY 3X,2679
4177,TARJETAS_VIDEO,16 GIGAS ASUS PRIME AMD RADEON RX 9070XT OC 3X,3949
3749,TARJETAS_VIDEO,16 GIGAS GIGABYTE GEFORCE RTX-5070Ti GAMING OC WF 3X,5159
3703,TARJETAS_VIDEO,16 GIGAS ASUS TUF GERFORCE RTX-5070Ti OC 3X,5389
3750,TARJETAS_VIDEO,16 GIGAS GIGABYTE GEFORCE RTX-5070Ti AORUS MASTER OC WF,5599
3694,TARJETAS_VIDEO,16 GIGAS GIGABYTE GEF. RTX-5080 GAMING OC WINF 3X,7559
3701,TARJETAS_VIDEO,16 GIGAS GIGABYTE GEF. RTX-5080 AERO OC SFF BLANCO,7559
3704,TARJETAS_VIDEO,16 GIGAS ASUS TUF GEFORCE RTX-5080 OC GAMING 3FAN,7785
3693,TARJETAS_VIDEO,16 GIGAS GIGABYTE GEF. RTX-5080 AORUS MASTER 3X WF,7999
3733,TARJETAS_VIDEO,32 GIGAS PALIT GEFORCE RTX-5090 ARGB GAMEROCK,13999
3717,TARJETAS_VIDEO,32 GIGAS ASUS TUF GEFORCE RTX-5090 3FAN,14919
3708,TARJETAS_VIDEO,32 GIGAS ASUS ROG ASTRAL RTX-5090 OC 3FAN,16049
45523,GAFAS_VR,GAFAS VR META QUEST 3 512GB 4K JUEGO BATMAN INCLUIDO,3255
12058,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 240GB CRUCIAL BX500,112
12137,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 256G PATRIOT P220,99
12132,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 500GB CRUCIAL BX500,179
12135,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 512GB P220 PATRIOT,159
12136,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 1TB P220 PATRIOT,279
12107,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 1TB CRUCIAL BX500,305
12134,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 2TB P220 PATRIOT,509
12116,ALMACENAMIENTO_SSD,SOLIDO SATA (SSD) 2TB CRUCIAL BX500,565
13215,ALMACENAMIENTO_NVME,SSD (M2) NVMe 256GB PATRIOT P320 (2200x1200),119
13206,ALMACENAMIENTO_NVME,SSD (M2) NVMe 500GB CRUCIAL P3 PLUS (4700x1900),199
13222,ALMACENAMIENTO_NVME,SSD (M2) NVMe 500GB KINGSTON NV3 (5000x3000),209
13214,ALMACENAMIENTO_NVME,SSD (M2) NVMe 512GB PATRIOT P320 (3000x2200),175
13207,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB CRUCIAL P3 PLUS (5000x3600),309
13223,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB KINGSTON NV3 (6000x4000),319
13241,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB CORSAIR MP600 CORE XT TR2 (5900x5000),385
13197,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB PATRIOT VIPER VP4300 LITE (7400x6400),399
13239,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB CRUCIAL P310 (7100x6000),439
13236,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB SAMSUNG 990 EVO PLUS (7150X6300),515
13199,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB SAMSUNG 990 PRO PS5 (7450x6900),629
13234,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB CORSAIR MP700 PRO GEN5 (9600x11700),789
13235,ALMACENAMIENTO_NVME,SSD (M2) NVMe 1TB CORSAIR MP700 PRO (9600x11700) DISIPADO,899
13219,ALMACENAMIENTO_NVME,SSD (M2) NVMe 2TB PATRIOT P320 (3200x2200),519
13225,ALMACENAMIENTO_NVME,SSD (M2) NVMe 2TB KINGSTON NV3 (6000x5000),609
13242,ALMACENAMIENTO_NVME,SSD (M2) NVMe 2TB CORSAIR MP600 CORE XT TR2 (5900x5000),699
13198,ALMACENAMIENTO_NVME,SSD (M2) NVMe 2TB SN850X W BLACK (7300x6600),849
13213,ALMACENAMIENTO_NVME,SSD (M2) NVMe 2TB SN850X W BLACK (7300x6600) DISIPADO,889
13237,ALMACENAMIENTO_NVME,SSD (M2) NVMe 2TB SAMSUNG SSD 990 EVO PLUS (7250x6300),885
13208,ALMACENAMIENTO_NVME,SSD (M2) NVMe 2TB SAMSUNG 990 PRO PS5 (7450x6900),949
13233,ALMACENAMIENTO_NVME,(M2) NVMe 2TB CORSAIR MP700 PRO GEN5 (11800x12400)DISIPADO,1345
13194,ALMACENAMIENTO_NVME,SSD (M2) NVMe 4TB PATRIOT VIPER VP4300 LITE (7400x6400),1239
13226,ALMACENAMIENTO_NVME,SSD (M2) NVMe 4TB KINGSTON NV3 (6000x5000),1255
7078,ALMACENAMIENTO_HDD,4 TERAS SATA III SEAGATE SKYHAWK 3.5 DVR 24/7 SURVEILLANCE,459
7079,ALMACENAMIENTO_HDD,6 TERAS SATA III SEAGATE SKYHAWK 3.5" DVR 24/7 SURVEILLANCE,715
7076,ALMACENAMIENTO_HDD,6 TERAS SATA WESTERN DIGITAL CAVIAR PURPLE DVR 24/7,715
9059,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 1TB KINGSTON XS1000 (1000X1000),405
9068,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 1TB CORSAIR 1TB EX400U (4000x3600),485
9067,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 2TB KINGSTON XS1000R (1000x1000)ROJO,519
9062,ALMACENAMIENTO_EXTERNO,EXT SSD USB-C 2 T ADATA SD810 (2000x2000)ANTI GOLPE/AGUA,679
9064,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 2TB CORSAIR GEN2X2 (1600x1500),679
9057,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 2TB KINGSTON XS2000 (2000x2000),679
9069,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 2TB CORSAIR EX400U (4000x3600),880
9066,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 4TB KINGSTON XS2000 (2000x2000),1459
9070,ALMACENAMIENTO_EXTERNO,EXTERNO SSD USB-C 4TB CORSAIR EX400U (4000x3600),1639
16513,CAJAS,CAJA ANTEC CX200M ELITE VID. TEMP. + 5 RGB FIJO NEGRO,269
16512,CAJAS,CAJA ANTEC CX200M ELITE VID. TEMP. + 5 RGB FIJO BLANCO,279
16558,CAJAS,CAJA ANTEC AX63 VIDRIO TEMPLADO WOOD MADERA ARGB,325
16481,CAJAS,CAJA ANTEC AX81 ELITE VIDRIO TEMPLADO + 4 FAN ARGB,325
16541,CAJAS,CAJA ANTEC CX500M VIDRIO TEMPLADO + 3 ARGB NEGRO,369
16553,CAJAS,CAJA ANTEC CX500M VIDRIO TEMPLADO + 3 ARGB BLANCA,389
16555,CAJAS,CAJA ANTEC CX800 VIDRIO TEMPLADO + 4 ARGB,379
16511,CAJAS,CAJA ANTEC CX700 ELITE VIDRIO TEMPLADO + 6 RGB FIJO NEGRO,409
16560,CAJAS,CAJA ANTEC CX600M VIDRIO TEMPLADO + 3 ARGB,389
16544,CAJAS,CAJA ANTEC CX600M WOOD MADERA V. T. + 3ARGB NEGRA,409
16542,CAJAS,CAJA ANTEC CX600M TRIO VID. TEMP + 3 ARGB NEGRO,409
16543,CAJAS,CAJA ANTEC CX600M TRIO VID. TEMP. + 3 ARGB BLANCO,429
16545,CAJAS,CAJA ANTEC CX700 VID. TEMP. + 3ARGB NEGRA,429
16554,CAJAS,CAJA ANTEC CX700 VID. TEMP + 3ARGB BLANCA,449
16514,CAJAS,CAJA ANTEC C3 VIDRIO TEMPLADO + 4 ARGB NEGRO,499
16490,CAJAS,CAJA ANTEC DF700 FLUX VID. TEMP BLANCA 3ARGB+2 NO RGB,569
16509,CAJAS,CAJA ANTEC C5 VIDRIO TEMPLADO + 7 ARGB NEGRO,639
16548,CAJAS,CAJA ANTEC C7 V.T. + 3 ARGB 120m + 1 ARGB 140m NEGRO,699
16506,CAJAS,CAJA ANTEC C8 VID TEM + 2 ARGB 160M + 1 ARGB 140M NEGRO,775
16505,CAJAS,CAJA ANTEC C8 VID TEM + 2 ARGB 160M + 1 ARGB 140M BLANCO,799
16493,CAJAS,CAJA ANTEC TORQUE BE EXPLOSIVE VID .TEMP NEGRA / BLANCA,2089
16461,CAJAS,CAJA ASUS TUF GAMING GT301 VID. TEMP + 3ARGB,520
16241,CAJAS,CAJA COOLER MASTER MB320L VID. TEM. + 2 ARGB,310
16287,CAJAS,CAJA COOLER MASTER MASTERBOX MB311L ARGB,329
16391,CAJAS,CAJA COOLER MASTER MASTERBOX 500 V.T.ARGB,395
16392,CAJAS,CAJA COOLER MASTER BOX 520 MESH V.T.3ARGB BLANCO,415
16214,CAJAS,CAJA COOLER MASTER BOX MB511 V.T.3ARGB,425
16352,CAJAS,CAJA COOLER MASTER MASTERBOX 540 V.T.ARGB,459
16384,CAJAS,CAJA COOLER MASTER BOX 520 V.T.3ARGB BLANCO,459
16353,CAJAS,CAJA COOLER MASTERFRAME 700 FULL TORRE,779
16375,CAJAS,CAJA COOLER MASTER COSMOS C700M RGB+4FAN BLANCA,1965
16549,CAJAS,CAJA CORSAIR 480T VID. TEMP. AIRFLOW + 3ARGB AR120 NGA,315
16563,CAJAS,CAJA CORSAIR 4000D FRAME RS VIDRIO TEMPLADO NEGRA,419
16564,CAJAS,CAJA CORSAIR 4000D FRAME RS VIDRIO TEMPLADO BLANCA,419
16532,CAJAS,CAJA CORSAIR 3500X VIDRIO TEMPLADO + 3 FAN ARGB NEGRA,499
16534,CAJAS,CAJA CORSAIR 5000D AIRFLOW CORE V.T. NO FAN NEGRO,515
16530,CAJAS,CAJA CORSAIR 2500X VIDRIO TEMPLADO NO FAN NEGRA,629
16364,CAJAS,CAJA CORSAIR 5000T VIDRIO TEMPLADO 3 FAN RGB BLANCO,775
16535,CAJAS,CAJA CORSAIR 6500X VIDRIO TEMPLADO NO FAN NEGRA,799
16336,CAJAS,CAJA COUGAR ARCHON-2 MESH VID. TEMP.+3ARGB NEGRO,279
16337,CAJAS,CAJA COUGAR ARCHON-2 MESH VID. TEMP.+3ARGB BLANCA,279
16528,CAJAS,CAJA COUGAR MX220 VID. TEMP. + 4 ARGB NEGRA,299
16527,CAJAS,CAJA COUGAR MX220 VID. TEMP. + 4 ARGB BLANCA,299
16428,CAJAS,CAJA COUGAR DUOFACE PRO VID. TEMP. + 4 ARGB NEGRA,389
16526,CAJAS,CAJA COUGAR FV150 VID. TEMP. + 4 FAN ARGB ROSA,389
16551,CAJAS,CAJA COUGAR AIRFACE ECO V.T. + 1ARGB 120m +2ARGB 180m,469
16495,CAJAS,CAJA COUGAR MX600 FULL TOWER VID. TEM. + 4 RGB NEGRA,515
16566,CAJAS,CAJA COUGAR COUGAR FV270 V.T + 3 FAN SC140 ARGB NEGRA,755
16317,CAJAS,CAJA COUGAR CONQUER V.T. FULL TW.,935
16571,CAJAS,CAJA XPG VALOR AIR PLUS VID. TEMP + 4ARGB NEGRO,269
16572,CAJAS,CAJA XPG VALOR AIR PLUS VID. TEMP + 4ARGB BLANCO,279
16205,CAJAS,CAJA XPG INVADER VID.TEMP. ARGB NEGRA,299
16206,CAJAS,CAJA XPG INVADER VID.TEMP. ARGB BLANCA,299
16567,CAJAS,CAJA XPG INVADER X MINI VID TEMP + 5ARGB NEGRO,315
16568,CAJAS,CAJA XPG INVADER X MINI VID TEMP + 5ARGB BLANCO,325
16309,CAJAS,CAJA XPG DEFENDER PRO VID. TEMP+3ARGB BLANCO,395
16570,CAJAS,CAJA XPG STARKER AIR BTF VID. TEMP. + 4ARGB BLANCO,419
16569,CAJAS,CAJA XPG STARKER AIR BTF VID. TEMP. + 4ARGB NEGRO,419
16204,CAJAS,CAJA XPG BATTLECRUISER VID. TEM. + 4 FAN ARGB BLANCA,519
16464,CAJAS,CAJA XPG BATTLECRUISER II V.T.+4ARGB BLANCA FULL TOWER,625
16503,CAJAS,CAJA XPG INVADER X BLANCA VID. TEMP + 5ARGB + RISER 4.0,729
18032,REGULADORES_UPS_FUENTES,REGULADOR WATTANA 2000VA / 1000W / 8TOMAS,72
18038,REGULADORES_UPS_FUENTES,UPS INTERACTIVA CDP 1000VA / 500W / 8TOMAS,209
18036,REGULADORES_UPS_FUENTES,UPS INTERACTIVA HIKVISION 600VA / 360W,155
18030,REGULADORES_UPS_FUENTES,UPS INTERACTIVA UNITEC 1200 / 800VA / 480W,202
18039,REGULADORES_UPS_FUENTES,UPS INTERACTIVA WATTANA ST-U ULTRA /1200VA / 600W,315
18035,REGULADORES_UPS_FUENTES,UPS INTERACTIVA WATTANA ST-U ULTRA /2200VA/1100W,565
14243,REGULADORES_UPS_FUENTES,FUENTE ANTEC G750W 80P GOLD 115V SEMI MODULAR,345
14230,REGULADORES_UPS_FUENTES,FUENTE ANTEC NE750G M NeoECO 80 PLUS GOLD F.MODULAR,479
14171,REGULADORES_UPS_FUENTES,FUENTE ASUS ROG STRIX 850W 80P GOLD MODULAR,909
14245,REGULADORES_UPS_FUENTES,FUENTE CORSAIR 650W 80 PLUS CX650 BRONZE,289
14241,REGULADORES_UPS_FUENTES,FUENTE CORSAIR 750W 80 PLUS CX750 BRONZE,315
14247,REGULADORES_UPS_FUENTES,FUENTE CORSAIR 850W 80 PLUS RM850E GOLD PCI 5.1 MODULAR,545
14246,REGULADORES_UPS_FUENTES,FUENTE CORSAIR 1000W RM1000E GOLD PCI 5.0 MODULAR,785
14202,REGULADORES_UPS_FUENTES,FUENTE COUGAR ATLAS 650W 80 P BRONZE,259
14203,REGULADORES_UPS_FUENTES,FUENTE COUGAR ATLAS 750W 80 P BRONZE,305
14249,REGULADORES_UPS_FUENTES,FUENTE COUGAR GLE 1000W 80P GOLD PCI 5.1 MODULAR,725
14248,REGULADORES_UPS_FUENTES,FUENTE COUGAR GLE 1200W 80P GOLD PCI 5.1 MODULADOR,945
14181,REGULADORES_UPS_FUENTES,FUENTE GIGABYTE 1000W UD GOLD GP-UD1000GM FULL MODULAR,749
14239,REGULADORES_UPS_FUENTES,FUENTE XPG 600W PROBE 80P BRONZE,239
14240,REGULADORES_UPS_FUENTES,FUENTE XPG 700W PROBE 80P BRONZE,289
14228,REGULADORES_UPS_FUENTES,FUENTE XPG 850W KYBER 80P GOLD,439
14252,REGULADORES_UPS_FUENTES,FUENTE XPG 850W CORE REACTOR II 80P GOLD MODULAR,545
14254,REGULADORES_UPS_FUENTES,FUENTE XPG 1000W CORE REACTOR II 80P GOLD MODULAR,755
45407,REFRIGERACION,BASE REFRIGERANTE PORTATIL STAR TEC ST-CP-11,34
45532,REFRIGERACION,BASE REFRIGERANTE PORTATIL UNITEC NCP-064 2 FAN,39
45350,REFRIGERACION,BASE REFRIGERANTE PORTATIL WATTANA W-BR10 RGB,74
45491,REFRIGERACION,BASE PARA PORTATIL NB FP-2 10"-17",66
26116,REFRIGERACION,VENTILADOR ANTEC F12 RACING ARGB,43
26092,REFRIGERACION,VENTILADOR COOLER MASTER SICKLEFLOW 120 ARGB BLANCO,63
26126,REFRIGERACION,VENTILADOR CORSAIR ICUE LINK RX120 RGB MAGNETICO NEGRO,145
26120,REFRIGERACION,VENTILADOR COUGAR SC140-FB MAGNETICO ARGB,91
26060,REFRIGERACION,VENTILADOR XPG VENTO 120 NO RGB,27
26127,REFRIGERACION,VENTILADOR XPG VENTO R 120 ARGB INVERSO PWM BLANCO,49
26123,REFRIGERACION,VENTILADOR XPG VENTO R 120 ARGB INVERSO PWM NEGRO,49
26117,REFRIGERACION,KITx3 VENTILADORES ANTEC F12 RACING ARGB+CONTROLADOR,125
26124,REFRIGERACION,KITx3 VENTILADORES ANTEC C120 ARGB,125
26125,REFRIGERACION,KITx3 VENTILADORES ANTEC C120 ARGB INVERSO,125
26115,REFRIGERACION,KITx3 VENTILADORES ANTEC NEON 120 ARGB+CONTROLADOR,139
26104,REFRIGERACION,KITx3 VENTILADOR CORSAIR AR120 ARGB,159
26106,REFRIGERACION,KITx3 VENTILADORES CORSAIR ICUE LINK QX120 RGB BLANCA,385
26118,REFRIGERACION,KITx3 VENTIL CORSAIR ICUE LINK RX120 RGB MAGNETICOS NEGRO,385
26119,REFRIGERACION,KITx3 VENTILADOR CORSAIR ICUE LINK RX120 MAGNETICOS RGB BLANCO,385
26121,REFRIGERACION,KITx3 VENTIL COUGAR 120 APOLAR ARGB INVERSO MAGNETICOS NEGRO,249
26122,REFRIGERACION,KITx3 VENTIL COUGAR 120 APOLAR ARGB INVERSO MAGNETICOS BLANCOS,259
26128,REFRIGERACION,KITx4 VENTILADORES HURRICANE MAGNETICOS 120 ARGB PWM NEG,439
26129,REFRIGERACION,KITx4 VENTILADORES HURRICANE MAGNETICOS 120 ARGB PWM BLA,439
10101,REFRIGERACION,DISIPADOR ANTEC A30 NEO NEGRO,87
10081,REFRIGERACION,DISIPADOR ANTEC A30 NEO ARGB,105
10089,REFRIGERACION,DISIPADOR ANTEC A400I NEON RGB,115
10097,REFRIGERACION,DISIPADOR ARCTIC FREEZER 36 ARGB NEGRO,225
10098,REFRIGERACION,DISIPADOR ARCTIC FREEZER 36 ARGB BLANCO,225
10077,REFRIGERACION,DISIPADOR COOLER MASTER HYPER 212 SPECTRUM V3 ARGB,127
10080,REFRIGERACION,DISIPADOR COUGAR FORZA 85 ARGB,315
10078,REFRIGERACION,DISIPADOR COUGAR FORZA 135,369
11134,REFRIGERACION,REFRIGERACION ANTEC SYMPHONY 240 ARGB NEGRA,355
11166,REFRIGERACION,REFRIGERACION ANTEC VORTEX LUM 240 ARGB NEGRA,399
11135,REFRIGERACION,REFRIGERACION ANTEC SYMPHONY 360 ARGB NEGRO,429
11136,REFRIGERACION,REFRIGERACION ANTEC SYMPHONY 360 ARGB BLANCA,449
11167,REFRIGERACION,REFRIGERACION ANTEC VORTEX LUM 360 ARGB NEGRA,515
11168,REFRIGERACION,REFRIGERACION ANTEC VORTEX LUM 360 ARGB BLANCA,525
11137,REFRIGERACION,REFRIGERACION ANTEC VORTEX 360 ARGB NEGRA,519
11157,REFRIGERACION,REFRIGERACION ANTEC VORTEX 360 ARGB BLANCA,529
11171,REFRIGERACION,REFRIGERACION ASUS PRIME LC 240 ARGB,549
11155,REFRIGERACION,REFRIGERACION ASUS PRIME LC 360 ARGB,679
11174,REFRIGERACION,REFRIGERACION ASUS ROG STRIX LC III 360 ARGB NEGRA,1239
11175,REFRIGERACION,REFRIGERACION ASUS ROG STRIX LC III 360 ARGB BLANCA,1255
11172,REFRIGERACION,REFRIGERACION ASUS ROG STRIX LC III 360 ARGB LCD,1309
11173,REFRIGERACION,REFRIGERACION ASUS ROG RYUJIN III 360 ARGB EXTREME,1809
11142,REFRIGERACION,REFRIGERACION COOLER MASTER LIQUID 240L CORE ARGB BLCA,409
11090,REFRIGERACION,REFRIGERACION CORSAIR H100 RGB 240mm,415
11159,REFRIGERACION,REFRIGERACION CORSAIR NAUTILUS 240 RS ARGB,469
